Device_Type,Environment_Type,Weather_Condition,Distance,Transmission_Power,Frequency_Channel,Packet_Size,Battery_Level,RSSI,SNR,Delivery_Success,Energy_Cost,Bandwidth,Spreading_Factor,Coding_Rate,Data_Rate,Channel_Occupancy,Interference_Power,Interference_Duration,Interference_Density,Packet_Collision_Rate,Retransmission_Count,Packet_Loss_Rate,Latency,Jitter,Propagation_Delay,Gateway_Distance,Gateway_Signal_Quality,Gateway_Load,Battery_Voltage,Device_Temperature,Ambient_Temperature,Ambient_Humidity,Atmospheric_Pressure,Wind_Speed,Rainfall,Terrain_Obstruction,Node_Density,Network_Congestion,Channel_Switch_Count,Connection_Attempt_Count,Acknowledgment_Rate
Industrial_Node,Urban,Clear,10.084,22.56,915,143,39.2,-35.0,16.62,Success,3.386,62.5,9,4/5,12.345,18.28,-74.73,90.32,0.081,5.26,4,1.18,129.54,13.1,0.0337,10.253,91.75,88.42,3.327,24.44,33.37,96.79,1007.75,5.08,5.22,0.141,90.24,18.87,9,2,100.0
Industrial_Node,Industrial,Windy,26.952,15.15,923,165,47.3,-79.2,19.03,Failure,3.107,125.0,11,4/8,39.204,64.82,-85.93,132.5,0.416,9.5,0,1.44,125.07,26.7,0.09,28.345,72.71,57.91,3.447,64.48,37.03,39.61,1023.69,9.99,0.37,0.185,87.43,48.93,3,1,100.0
Smart_Meter,Rural,Windy,12.939,22.72,433,249,64.36,-46.61,18.62,Success,4.055,250.0,9,4/7,30.753,54.61,-92.03,175.93,0.271,10.88,1,3.14,88.82,26.58,0.0432,14.407,100.0,66.97,3.675,38.18,43.37,91.03,1013.92,6.38,2.39,0.962,102.52,58.76,4,5,100.0
Sensor_Node,Urban,Clear,17.933,27.59,923,98,38.49,-51.44,18.75,Success,3.05,31.25,8,4/6,21.825,21.3,-88.7,9.68,0.462,15.02,0,2.37,87.79,15.23,0.0599,18.083,92.51,19.25,3.317,49.77,37.4,78.83,1003.67,0.97,1.38,0.165,145.25,8.96,7,2,100.0
Industrial_Node,Industrial,Clear,3.647,21.34,868,80,69.56,-35.0,18.65,Success,2.75,7.8,7,4/6,34.258,21.94,-83.2,113.89,0.341,8.73,1,0.0,64.37,2.56,0.0122,4.596,93.95,36.98,3.794,49.82,19.18,70.62,999.09,1.93,1.87,0.543,247.66,26.31,9,5,100.0
Environmental_Node,Urban,Windy,5.775,20.05,470,140,36.05,-36.02,20.0,Failure,2.773,125.0,10,4/5,59.228,87.81,-86.94,13.18,0.115,4.73,1,0.79,87.47,4.82,0.0193,6.768,85.12,52.45,3.376,34.72,17.01,70.9,996.21,15.95,1.28,0.782,354.22,68.59,7,1,100.0
Industrial_Node,Industrial,Clear,1.559,24.67,470,223,57.46,-35.0,18.19,Success,3.86,62.5,8,4/7,38.012,8.58,-85.28,473.3,0.357,13.4,1,1.1,87.16,14.49,0.0052,2.576,92.17,54.6,3.632,53.1,28.73,65.73,1030.64,18.07,1.05,0.832,126.25,23.2,7,7,100.0
Smart_Meter,Rural,Clear,13.019,23.22,915,245,60.36,-43.98,16.11,Success,3.99,125.0,11,4/5,41.776,61.09,-76.7,497.84,0.821,20.57,0,6.8,94.05,13.52,0.0435,13.882,94.16,33.53,3.61,27.88,17.84,68.85,1011.37,3.63,0.37,0.007,210.85,50.75,8,2,100.0
Tracking_Device,Industrial,Cloudy,29.673,11.13,868,24,82.05,-88.26,8.17,Failure,1.752,62.5,12,4/5,40.307,76.13,-78.21,437.97,0.478,19.93,1,10.66,116.78,28.78,0.0991,30.242,61.16,42.9,3.905,69.72,24.41,51.36,1027.59,15.08,1.74,0.768,195.83,47.3,6,6,84.39
Tracking_Device,Industrial,Clear,26.279,24.51,915,77,87.41,-81.04,8.83,Failure,2.742,125.0,11,4/6,41.861,38.62,-95.35,261.17,0.83,23.92,0,13.71,106.2,0.57,0.0878,27.121,75.31,39.92,4.011,29.85,27.99,85.17,1005.78,14.74,0.77,0.766,338.25,41.64,8,5,97.0
Sensor_Node,Urban,Clear,19.171,18.15,915,100,71.34,-69.34,17.62,Success,2.769,15.6,7,4/6,12.12,17.39,-80.26,20.84,0.405,17.42,3,4.98,124.2,29.48,0.064,20.41,83.69,33.37,3.78,61.37,32.68,93.54,1023.55,4.66,0.46,0.272,75.92,3.44,2,6,100.0
Sensor_Node,Urban,Cloudy,25.902,28.82,433,96,34.3,-62.99,15.24,Success,3.146,15.6,12,4/7,8.301,87.85,-69.19,434.69,0.163,20.31,3,5.46,133.32,5.06,0.0865,27.766,71.78,38.94,3.202,23.35,26.16,79.0,1004.71,1.95,5.19,0.063,113.41,62.56,8,1,100.0
Environmental_Node,Urban,Heavy_Rain,18.028,29.42,915,79,51.75,-47.44,20.0,Success,2.704,31.25,9,4/7,46.917,28.47,-83.29,226.51,0.758,18.96,1,10.95,106.3,5.6,0.0602,19.325,92.75,19.29,3.544,64.19,17.48,87.5,991.25,15.81,3.79,0.204,185.56,32.38,8,5,98.56
Environmental_Node,Industrial,Windy,11.379,18.97,868,160,60.66,-46.68,20.0,Success,3.281,31.25,8,4/8,14.812,21.25,-87.62,138.99,0.808,17.18,0,9.13,80.37,15.68,0.038,12.051,91.32,64.44,3.717,69.96,44.6,74.1,1023.45,5.68,0.01,0.153,402.21,39.41,6,6,100.0
Tracking_Device,Industrial,Foggy,5.62,29.38,433,119,36.8,-35.0,20.0,Success,3.262,15.6,9,4/6,1.042,10.69,-62.16,449.57,0.689,18.65,2,2.48,77.47,8.91,0.0188,6.906,100.0,79.28,3.298,44.69,18.42,41.04,1024.42,4.59,12.05,0.117,406.32,29.72,7,4,100.0
Tracking_Device,Suburban,Clear,19.765,16.22,470,227,94.6,-72.8,11.95,Success,3.279,125.0,12,4/8,18.279,85.44,-79.94,2.3,0.404,17.08,2,10.54,138.27,6.67,0.066,19.872,69.93,40.07,4.086,62.2,28.79,77.08,1006.92,2.49,1.48,0.463,65.62,52.54,3,3,95.81
Industrial_Node,Urban,Clear,6.195,23.65,433,59,19.78,-35.0,19.1,Failure,2.707,250.0,8,4/5,28.116,53.55,-82.55,474.74,0.743,25.31,1,15.03,74.22,21.22,0.0207,6.527,100.0,82.62,3.056,19.53,19.96,35.12,1020.45,8.0,2.62,0.272,30.79,42.14,9,2,94.51
Industrial_Node,Industrial,Heavy_Rain,12.814,11.5,868,214,85.01,-66.01,16.57,Failure,2.787,31.25,7,4/5,16.484,40.04,-75.91,185.23,0.607,15.34,1,8.82,116.61,13.04,0.0428,13.306,78.42,86.44,4.01,31.57,30.09,67.02,1038.93,0.96,0.06,0.605,445.94,47.35,3,5,95.36
Sensor_Node,Industrial,Cloudy,24.861,12.9,923,199,48.38,-78.19,14.1,Failure,3.103,31.25,11,4/5,6.061,74.2,-86.5,490.64,0.804,23.01,0,17.12,111.97,16.06,0.083,26.688,72.78,51.64,3.429,54.24,19.71,65.72,1004.37,6.77,1.55,0.376,202.01,52.76,4,6,92.4
Sensor_Node,Industrial,Clear,4.312,27.29,433,21,95.1,-35.0,19.94,Success,2.497,15.6,11,4/5,15.435,52.35,-85.92,216.41,0.569,18.04,0,2.74,42.02,4.37,0.0144,5.222,92.48,43.91,4.133,59.91,12.87,22.78,1006.39,4.82,2.71,0.054,116.47,33.89,1,6,100.0
Industrial_Node,Suburban,Clear,4.306,27.88,923,236,57.93,-35.0,20.0,Success,4.389,125.0,7,4/6,5.289,32.42,-82.55,104.51,0.881,25.83,3,8.85,103.77,4.58,0.0144,5.343,86.07,84.05,3.545,36.09,19.94,32.74,1027.25,2.22,4.95,0.735,72.58,1.85,0,4,100.0
Industrial_Node,Urban,Clear,7.12,20.65,433,200,75.67,-35.0,17.42,Success,3.257,31.25,11,4/8,32.399,39.93,-71.69,450.14,0.335,7.03,1,4.72,97.73,13.32,0.0238,8.122,95.63,46.24,3.873,31.21,11.52,67.99,1011.53,3.76,4.51,0.93,287.41,53.58,8,5,100.0
Industrial_Node,Urban,Cloudy,16.782,16.8,433,214,76.1,-58.67,17.54,Success,3.514,15.6,11,4/5,41.273,73.31,-69.61,346.49,0.728,23.56,1,5.8,109.76,29.06,0.0561,17.636,78.93,63.23,3.867,62.92,34.81,82.33,997.79,6.12,3.17,0.537,362.44,51.44,2,1,98.34
Environmental_Node,Rural,Clear,7.926,19.02,915,158,72.82,-37.67,18.24,Success,3.322,125.0,10,4/5,42.924,29.07,-84.04,492.84,0.393,11.84,1,4.29,86.62,3.48,0.0265,9.268,91.97,26.79,3.851,50.41,19.24,99.87,1036.11,8.66,3.69,0.387,187.81,30.19,2,4,100.0
Smart_Meter,Urban,Foggy,15.344,27.39,923,30,14.44,-40.49,18.88,Success,2.432,7.8,12,4/6,47.495,53.32,-91.53,244.85,0.542,20.44,3,12.11,77.89,3.06,0.0512,16.081,85.34,12.23,3.005,28.78,25.69,47.04,1020.01,2.26,0.19,0.952,163.46,31.36,8,1,100.0
Industrial_Node,Urban,Clear,9.408,14.22,923,29,66.0,-38.82,17.13,Success,1.71,7.8,9,4/6,3.552,82.91,-83.92,482.67,0.443,17.38,1,10.74,59.37,2.15,0.0314,10.584,96.35,46.17,3.729,17.34,28.56,55.16,997.75,2.36,4.78,0.641,466.41,81.9,9,7,90.72
Sensor_Node,Urban,Foggy,15.434,15.9,433,47,90.53,-57.53,14.49,Failure,2.186,7.8,12,4/7,44.761,83.96,-84.68,227.69,0.898,33.8,1,13.58,79.65,1.21,0.0515,16.842,79.08,72.89,4.096,44.7,41.88,42.87,1012.2,14.54,8.08,0.02,371.14,78.63,9,1,86.84
Smart_Meter,Urban,Windy,8.69,25.71,868,138,85.92,-35.0,18.37,Success,3.402,62.5,7,4/7,44.892,85.44,-88.38,496.64,0.91,32.21,0,15.36,71.3,27.81,0.029,8.873,97.58,24.19,4.033,32.67,30.28,82.67,1038.71,18.91,5.91,0.264,295.41,69.37,4,3,96.81
Environmental_Node,Rural,Cloudy,29.41,28.71,868,158,92.35,-78.71,13.8,Failure,3.541,250.0,9,4/8,30.707,73.72,-76.16,425.96,0.438,9.74,3,0.0,143.38,0.62,0.0982,29.893,73.8,14.43,4.042,53.39,14.1,27.6,983.75,12.94,0.22,0.95,169.0,55.12,5,1,100.0
Industrial_Node,Urban,Heavy_Rain,15.035,11.86,923,26,49.99,-51.49,20.0,Success,1.71,15.6,11,4/8,36.25,50.95,-68.52,165.24,0.449,14.37,1,7.5,89.49,11.56,0.0502,16.729,89.77,76.17,3.483,33.64,20.15,38.17,989.25,3.33,1.25,0.707,285.31,46.71,1,7,100.0
Tracking_Device,Industrial,Rain,22.437,26.08,915,176,50.91,-62.75,10.82,Failure,3.855,15.6,9,4/7,40.762,49.95,-70.47,222.69,0.544,22.24,3,7.39,143.46,20.28,0.0749,22.537,73.05,88.91,3.486,26.07,27.22,40.44,1004.41,18.94,3.9,0.496,35.61,33.03,6,7,100.0
Smart_Meter,Industrial,Clear,21.166,22.9,915,212,82.74,-60.39,18.12,Failure,3.552,125.0,7,4/7,30.073,91.2,-82.73,412.19,0.152,7.38,1,5.86,130.59,28.35,0.0707,21.54,89.54,32.94,3.906,40.51,11.96,25.93,991.62,16.03,2.21,0.783,344.89,71.08,5,3,89.66
Industrial_Node,Industrial,Clear,14.972,14.62,868,199,37.31,-56.62,19.49,Failure,3.141,250.0,9,4/6,59.492,74.3,-90.54,343.09,0.884,29.12,0,17.13,103.0,11.77,0.05,15.587,79.53,34.06,3.256,32.8,17.14,58.69,1019.41,6.25,4.91,0.571,255.11,54.51,1,5,96.2
Smart_Meter,Suburban,Cloudy,7.546,25.12,915,162,78.86,-48.25,17.61,Success,3.804,62.5,7,4/7,3.4,24.12,-72.99,137.1,0.729,21.66,0,9.89,72.74,10.86,0.0252,8.574,86.95,28.62,3.895,67.97,26.0,57.32,1008.19,17.39,2.13,0.313,128.77,26.12,6,1,100.0
Smart_Meter,Urban,Rain,15.566,24.56,433,26,55.4,-53.99,13.63,Success,2.26,7.8,7,4/6,7.255,34.63,-87.62,356.54,0.438,14.29,0,4.53,90.36,19.27,0.052,17.405,84.41,91.63,3.548,48.18,12.8,29.75,1009.08,17.76,1.91,0.545,255.14,35.17,1,1,98.09
Tracking_Device,Suburban,Cloudy,20.589,12.84,433,215,33.79,-76.14,9.95,Failure,3.177,31.25,10,4/8,16.883,34.75,-96.18,181.05,0.06,2.76,1,3.66,117.98,13.64,0.0688,21.688,68.03,82.51,3.324,38.29,26.32,80.46,1012.33,8.72,0.47,0.028,68.22,23.22,6,7,100.0
Industrial_Node,Industrial,Cloudy,14.068,20.05,923,74,67.93,-48.03,20.0,Failure,2.69,62.5,10,4/6,34.57,74.68,-69.65,258.08,0.405,16.3,1,4.15,99.15,16.57,0.047,15.527,90.75,40.24,3.817,41.64,37.62,66.14,1015.17,0.09,1.2,0.807,464.44,70.74,3,1,100.0
Tracking_Device,Rural,Cloudy,2.917,25.17,470,150,36.62,-35.0,19.09,Success,3.096,15.6,12,4/6,55.42,46.96,-89.38,424.45,0.027,2.18,0,0.0,79.3,29.66,0.0097,4.89,98.04,64.01,3.262,65.08,38.85,85.17,1001.75,17.62,0.56,0.635,171.21,38.17,9,3,100.0
Sensor_Node,Industrial,Cloudy,1.031,13.83,868,39,70.46,-35.0,20.0,Success,1.79,7.8,9,4/8,57.827,70.65,-73.76,278.33,0.121,5.8,1,0.0,45.55,12.8,0.0034,2.278,96.83,76.07,3.814,55.83,37.44,97.94,1028.46,3.88,5.58,0.894,361.18,68.35,2,3,98.9
Tracking_Device,Industrial,Cloudy,10.172,19.26,868,143,61.24,-47.17,13.54,Failure,3.119,125.0,9,4/7,57.72,8.96,-85.63,45.3,0.874,26.27,0,9.83,76.71,4.61,0.034,10.926,82.79,29.26,3.627,59.88,31.62,35.09,1042.87,14.37,0.66,0.632,468.14,53.63,2,2,100.0
Sensor_Node,Suburban,Cloudy,4.932,12.41,470,22,75.0,-35.0,20.0,Success,1.476,31.25,8,4/7,57.202,64.99,-93.22,31.69,0.334,12.33,0,9.21,66.65,26.4,0.0165,6.455,100.0,23.11,3.861,25.54,23.27,38.84,1003.81,15.98,10.65,0.823,483.62,68.55,0,6,99.4
Tracking_Device,Suburban,Windy,27.233,16.14,915,176,63.92,-79.94,15.05,Failure,3.155,125.0,12,4/8,51.782,33.35,-88.99,155.76,0.953,35.94,1,13.77,148.33,18.52,0.091,28.129,74.13,60.88,3.687,26.42,11.01,57.46,1010.43,0.24,0.89,0.635,474.93,40.7,6,7,94.84
Smart_Meter,Urban,Rain,5.687,14.36,433,39,78.25,-36.7,17.82,Success,1.812,250.0,10,4/5,32.229,24.69,-110.0,288.07,0.189,0.86,1,3.93,72.83,7.52,0.019,7.139,94.45,50.79,3.902,67.89,24.21,34.07,1034.95,1.12,0.15,0.169,324.39,46.25,9,1,100.0
Smart_Meter,Urban,Heavy_Rain,12.131,20.1,433,29,99.66,-40.1,18.23,Success,1.863,7.8,10,4/5,40.576,64.75,-93.38,376.51,0.545,19.31,2,5.36,84.38,21.0,0.0405,13.286,93.07,14.37,4.2,38.13,23.21,53.66,1004.72,5.72,3.25,0.677,377.45,70.77,6,1,99.8
Industrial_Node,Industrial,Rain,21.506,12.82,868,208,52.1,-65.43,10.5,Failure,2.867,62.5,9,4/7,1.88,14.3,-75.82,123.88,0.685,15.02,0,11.31,119.37,1.47,0.0718,22.97,66.45,14.96,3.468,61.98,31.74,91.3,1017.94,2.99,0.06,0.519,445.19,49.98,6,1,88.71
Tracking_Device,Suburban,Rain,24.555,17.66,868,246,63.84,-66.81,13.65,Failure,3.389,7.8,10,4/5,2.196,64.78,-84.99,322.19,0.796,28.18,0,15.13,124.74,0.91,0.082,25.91,85.85,41.87,3.661,57.75,34.89,79.29,1028.92,11.17,0.41,0.958,314.42,42.26,3,6,89.97
Sensor_Node,Urban,Rain,14.593,15.5,915,109,19.17,-57.66,16.74,Success,2.581,15.6,12,4/7,52.376,94.45,-81.41,183.18,0.1,5.5,0,0.2,82.02,17.67,0.0487,16.576,81.82,94.47,3.054,37.58,26.87,67.68,1020.07,8.0,2.64,0.902,144.72,68.18,9,3,100.0
Smart_Meter,Rural,Clear,5.843,24.92,915,113,95.54,-35.0,20.0,Success,3.071,250.0,7,4/7,22.326,87.56,-75.04,353.94,0.619,26.97,1,7.68,93.73,23.09,0.0195,7.781,100.0,13.7,4.182,26.6,20.31,35.88,1020.89,6.07,1.49,0.708,102.26,42.22,0,5,100.0
Tracking_Device,Rural,Foggy,8.491,23.99,868,237,63.67,-35.0,20.0,Success,3.836,62.5,10,4/7,22.806,73.83,-70.11,299.01,0.381,18.4,3,2.84,102.17,3.88,0.0284,9.277,99.8,11.3,3.697,44.3,10.88,96.46,1004.15,11.33,4.11,0.876,86.2,35.92,4,2,100.0
Smart_Meter,Rural,Clear,12.86,11.9,915,184,19.25,-56.63,20.0,Success,3.01,15.6,10,4/6,11.897,35.52,-72.05,8.24,0.085,0.77,1,0.0,96.9,28.39,0.043,13.938,86.85,83.44,3.107,28.75,43.02,58.46,1034.78,16.0,4.15,0.325,136.29,20.58,3,6,100.0
Sensor_Node,Industrial,Cloudy,11.256,29.07,470,103,46.0,-44.01,20.0,Success,3.236,31.25,7,4/5,15.972,32.08,-72.86,384.67,0.312,8.95,3,0.0,102.98,15.78,0.0376,12.785,89.75,78.26,3.431,17.45,35.98,71.96,1020.12,19.93,3.48,0.28,412.42,44.15,8,7,100.0
Smart_Meter,Industrial,Clear,10.786,24.89,433,70,17.32,-45.08,14.26,Failure,2.859,62.5,7,4/8,42.722,92.15,-92.73,330.33,0.715,27.04,1,16.54,80.06,10.23,0.036,12.431,77.55,17.15,3.027,66.34,37.01,38.44,1026.83,4.57,0.59,0.543,244.14,66.52,7,4,89.17
Smart_Meter,Suburban,Clear,4.39,22.32,868,136,54.75,-35.0,20.0,Success,3.207,250.0,10,4/7,51.811,13.91,-95.44,432.14,0.352,13.73,0,2.48,63.99,6.09,0.0147,4.698,98.3,72.54,3.559,37.06,43.55,65.66,1000.83,8.07,4.26,0.666,183.19,18.98,0,2,100.0
Tracking_Device,Rural,Windy,27.443,19.55,470,189,34.93,-79.1,8.12,Failure,3.481,31.25,8,4/7,22.889,23.99,-98.4,364.72,0.272,11.11,1,1.91,128.53,13.38,0.0917,28.884,54.81,89.89,3.276,53.06,32.43,94.2,1004.05,15.92,1.45,0.059,220.02,33.53,8,5,99.94
Environmental_Node,Rural,Cloudy,1.378,13.56,470,220,40.63,-35.0,20.0,Success,3.543,125.0,9,4/8,39.993,79.53,-80.58,272.33,0.658,21.93,2,13.1,109.11,16.61,0.0046,2.845,100.0,39.02,3.347,49.24,37.34,23.89,1026.94,0.02,0.58,0.577,153.05,34.17,9,5,94.81
Industrial_Node,Urban,Windy,13.48,29.24,923,222,16.22,-48.15,19.24,Success,4.224,62.5,7,4/5,44.052,49.69,-72.71,203.92,0.893,34.72,1,15.9,115.54,6.89,0.045,13.755,94.45,54.72,3.067,17.99,30.98,96.07,1008.94,6.24,8.06,0.978,193.27,39.07,4,5,95.27
Tracking_Device,Rural,Clear,29.419,10.16,868,116,78.62,-96.65,7.48,Failure,2.308,7.8,10,4/7,31.206,86.19,-80.9,133.72,0.215,17.04,2,2.85,132.39,17.01,0.0983,30.598,49.61,84.33,3.898,50.64,41.02,65.22,1010.3,7.18,0.35,0.144,103.07,57.76,6,6,96.02
Industrial_Node,Urban,Clear,19.962,23.85,923,49,85.7,-60.38,20.0,Success,2.529,62.5,11,4/6,24.249,38.41,-79.92,465.47,0.762,18.31,1,8.12,94.25,11.61,0.0667,21.549,85.17,41.7,3.992,54.32,28.46,80.65,1024.2,2.82,0.11,0.498,440.08,53.47,7,7,97.21
Sensor_Node,Urban,Clear,10.985,20.15,470,241,22.61,-52.77,16.59,Failure,4.051,125.0,8,4/7,36.347,32.51,-65.87,369.86,0.961,26.78,1,11.11,115.74,1.25,0.0367,12.097,79.97,42.01,3.04,18.76,20.63,86.97,1020.84,9.26,1.35,0.198,496.12,64.78,6,5,100.0
Smart_Meter,Rural,Rain,4.81,28.05,868,64,77.56,-35.0,20.0,Success,3.176,31.25,9,4/7,34.031,58.35,-77.86,461.57,0.021,13.41,4,2.22,80.17,26.96,0.0161,6.615,100.0,94.01,3.852,29.32,13.7,60.5,1025.79,8.11,0.74,0.053,108.53,43.52,8,4,100.0
Smart_Meter,Industrial,Windy,28.934,17.61,923,234,21.57,-78.24,16.47,Failure,3.491,250.0,8,4/5,19.56,66.75,-86.01,93.35,0.32,14.96,1,5.39,156.84,1.55,0.0966,30.66,72.58,13.22,3.08,63.97,20.7,31.64,1017.86,17.74,2.5,0.079,269.76,69.75,3,2,93.93
Sensor_Node,Rural,Cloudy,0.913,20.37,433,119,17.7,-35.0,18.53,Success,2.859,15.6,7,4/6,20.533,65.12,-100.14,334.95,0.994,30.18,3,15.51,91.61,9.98,0.003,1.918,93.23,10.06,3.081,54.59,16.12,42.6,1035.18,15.19,6.15,0.571,105.88,44.63,5,2,98.58
Tracking_Device,Urban,Cloudy,20.601,24.85,868,171,20.27,-61.69,14.84,Failure,3.945,250.0,12,4/6,12.349,27.9,-70.61,60.78,0.92,23.63,1,9.87,111.04,19.67,0.0688,21.585,76.82,25.1,3.107,67.75,44.49,76.91,999.15,13.56,1.29,0.189,299.88,37.78,2,6,91.29
Environmental_Node,Industrial,Foggy,26.464,10.95,923,178,12.86,-84.82,14.44,Failure,2.755,250.0,7,4/5,34.294,81.11,-83.81,217.33,0.499,14.59,2,4.75,123.45,27.13,0.0884,26.796,70.58,78.07,2.972,43.61,10.63,66.38,1018.67,1.92,5.29,0.144,477.87,75.71,3,7,97.18
Smart_Meter,Industrial,Clear,1.242,11.09,915,42,43.85,-35.0,20.0,Success,1.344,7.8,9,4/5,56.294,46.3,-76.99,381.18,0.702,20.94,1,8.66,42.31,7.17,0.0041,1.938,96.0,83.22,3.456,20.47,16.12,21.36,1006.42,8.03,1.7,0.109,215.89,45.18,6,6,100.0
Industrial_Node,Industrial,Cloudy,21.893,14.23,868,72,95.76,-67.01,14.76,Failure,1.924,250.0,10,4/7,20.761,12.41,-99.05,411.69,0.412,10.75,2,1.77,117.47,29.61,0.0731,22.541,77.41,42.61,4.14,37.05,38.51,63.56,1037.28,2.14,2.64,0.406,172.12,20.2,5,3,100.0
Environmental_Node,Urban,Cloudy,29.966,12.93,915,61,90.93,-82.88,6.75,Failure,1.881,250.0,7,4/8,40.463,54.64,-76.13,131.58,0.349,7.13,0,4.91,101.47,15.38,0.1001,31.909,58.47,27.51,4.115,31.6,11.68,92.25,1001.74,6.96,0.82,0.233,52.33,40.69,9,5,97.43
Tracking_Device,Rural,Clear,19.369,10.13,868,183,39.87,-71.31,12.94,Failure,2.589,31.25,11,4/5,49.476,30.73,-82.95,217.12,0.89,21.24,0,14.44,108.94,8.85,0.0647,20.058,78.71,15.33,3.363,45.68,22.86,34.67,990.82,5.43,5.21,0.724,451.87,49.87,6,7,88.88
Tracking_Device,Suburban,Clear,12.733,22.46,923,123,81.52,-39.63,16.45,Success,3.19,250.0,11,4/5,57.915,58.09,-100.45,271.78,0.424,19.06,0,4.88,91.95,18.94,0.0425,13.369,87.8,89.07,3.936,22.23,27.42,72.33,1021.43,11.35,3.72,0.371,241.84,40.96,1,1,100.0
Industrial_Node,Urban,Clear,26.295,25.92,923,132,84.21,-73.35,15.81,Success,3.474,7.8,10,4/5,48.371,21.69,-93.05,163.42,0.757,15.9,1,4.85,128.83,1.71,0.0878,27.188,69.0,85.17,3.951,58.16,40.7,73.81,1013.21,19.72,3.06,0.197,207.83,22.03,3,2,100.0
Environmental_Node,Urban,Windy,16.848,29.14,868,181,23.69,-40.53,20.0,Success,3.702,7.8,11,4/8,6.198,79.32,-90.24,132.08,0.782,25.12,1,4.56,82.82,5.67,0.0563,17.179,89.24,15.61,3.119,63.47,36.52,71.72,1033.03,18.9,4.76,0.757,229.98,71.74,1,2,100.0
Industrial_Node,Rural,Rain,22.609,18.82,470,104,30.65,-63.66,10.01,Failure,2.673,250.0,11,4/6,4.855,20.54,-89.14,430.54,0.977,27.92,2,18.44,116.43,21.08,0.0755,23.494,73.07,70.78,3.22,30.09,33.44,21.34,1018.5,4.28,2.4,0.476,168.61,25.42,4,1,92.53
Industrial_Node,Rural,Windy,17.839,15.59,923,173,72.14,-64.85,9.56,Failure,2.776,7.8,12,4/7,43.089,42.84,-93.09,165.94,0.504,18.11,0,8.65,103.36,16.98,0.0596,18.291,62.93,89.65,3.795,38.18,37.15,44.48,1003.1,2.04,1.32,0.898,32.81,8.21,9,2,100.0
Sensor_Node,Rural,Cloudy,1.63,27.28,868,90,33.76,-35.0,18.88,Success,3.16,31.25,8,4/7,43.928,8.17,-83.89,218.55,0.17,11.18,1,3.37,70.8,12.31,0.0054,2.108,98.53,60.02,3.179,42.12,42.7,53.64,995.87,15.52,1.54,0.237,459.73,38.47,4,1,100.0
Sensor_Node,Rural,Rain,6.788,26.89,868,172,94.43,-35.0,16.91,Success,3.785,250.0,8,4/8,52.812,63.33,-75.92,266.16,0.612,19.1,1,10.2,66.73,9.36,0.0227,8.349,87.37,65.8,4.113,25.84,15.15,89.5,1013.11,4.63,0.47,0.251,119.5,38.4,0,2,98.44
Industrial_Node,Industrial,Heavy_Rain,2.824,22.5,433,22,30.76,-35.0,19.27,Success,2.009,31.25,11,4/7,47.456,13.38,-77.42,221.1,0.044,2.24,0,0.0,40.91,24.12,0.0094,3.434,100.0,66.94,3.218,35.08,37.85,48.3,1004.95,10.84,6.24,0.486,185.78,20.26,3,1,100.0
Smart_Meter,Industrial,Foggy,3.647,15.46,915,136,81.92,-35.0,20.0,Success,2.928,250.0,11,4/8,35.666,70.09,-85.37,431.35,0.476,24.44,3,8.81,98.91,7.41,0.0122,5.315,100.0,39.26,3.981,24.89,41.63,93.94,1009.18,12.29,5.99,0.563,344.22,74.68,1,7,93.04
Sensor_Node,Urban,Clear,0.954,28.17,433,62,78.23,-35.0,18.21,Failure,2.757,7.8,11,4/5,42.205,65.33,-75.94,110.59,0.861,24.21,2,7.64,61.44,29.08,0.0032,2.526,98.35,43.02,3.852,42.99,30.74,32.97,1033.5,10.35,5.59,0.23,457.6,82.93,8,6,94.7
Environmental_Node,Urban,Clear,12.924,13.57,915,229,55.34,-49.3,20.0,Success,3.3,31.25,11,4/6,36.97,42.64,-57.51,85.2,0.783,22.89,1,2.43,103.49,7.95,0.0432,14.745,91.55,41.24,3.652,21.58,23.21,60.47,1002.16,7.23,2.51,0.39,205.19,37.87,7,4,100.0
Sensor_Node,Rural,Heavy_Rain,5.77,10.87,915,153,33.69,-37.25,18.96,Success,2.476,125.0,7,4/7,54.183,48.99,-80.52,345.45,0.066,6.04,1,0.0,96.36,26.66,0.0193,6.808,94.86,37.14,3.286,53.5,26.02,78.59,1014.43,0.31,3.1,0.081,319.4,64.16,2,1,100.0
Industrial_Node,Urban,Foggy,25.743,25.93,433,73,13.05,-76.06,13.74,Failure,2.722,62.5,10,4/6,27.345,80.32,-93.2,425.02,0.524,18.97,2,4.8,111.74,7.52,0.086,27.534,77.18,35.27,3.0,26.48,29.01,47.36,1012.97,9.37,9.18,0.492,371.89,74.85,6,5,91.82
Industrial_Node,Suburban,Foggy,22.626,21.27,470,71,84.55,-59.73,11.26,Success,2.305,7.8,7,4/8,11.271,28.05,-81.62,497.97,0.037,7.15,2,4.75,108.92,6.07,0.0756,23.368,72.96,69.48,3.935,28.8,10.79,24.63,1006.93,14.2,7.51,0.115,160.28,13.03,8,7,100.0
Tracking_Device,Suburban,Rain,17.409,14.93,868,32,44.0,-55.84,19.69,Failure,1.575,62.5,9,4/8,11.55,62.37,-80.85,393.47,0.786,15.09,0,5.56,75.82,28.69,0.0581,19.017,87.65,85.28,3.36,28.39,11.33,45.81,1012.91,7.76,5.55,0.431,104.85,35.55,0,4,100.0
